"SID","PMID","DOI","EID","Date","Title"
"79955774755","21393565","10.1158/1055-9965.EPI-10-1080","2-s2.0-79955774755","2011-05-01","MET expression and amplification in patients with localized gastric cancer"
"84891060305","","10.3389/fonc.2013.00259","2-s2.0-84891060305","2013-12-31","Tumor delivery of chemotherapy combined with inhibitors of angiogenesis and vascular targeting agents"
"79952742483","21282537","10.1200/JCO.2010.29.5717","2-s2.0-79952742483","2011-03-10","Vandetanib plus pemetrexed for the second-line treatment of advanced non - small-cell lung cancer: A randomized, double-blind phase III trial"
"40949111793","18316562","10.1158/1078-0432.CCR-07-1154","2-s2.0-40949111793","2008-03-01","Cell adhesion molecules, vascular endothelial growth factor, and basic fibroblast growth factor in patients with non-small cell lung cancer treated with chemotherapy with or without bevacizumab - An Eastern Cooperative Oncology Group study"
"84871977845","23232491","10.1097/JTO.0b013e318274a85d","2-s2.0-84871977845","2013-01-01","A randomized phase II study of gemcitabine and carboplatin with or without cediranib as first-line therapy in advanced non-small-cell lung cancer: North central cancer treatment group study N0528"
"73949092851","19917841","10.1200/JCO.2009.22.9427","2-s2.0-73949092851","2010-01-01","Randomized, double-blind trial of carboplatin and paclitaxel with either daily oral cediranib or placebo in advanced non-small-cell lung cancer: NCIC clinical trials group BR24 study"
"74949090109","19949019","10.1200/JCO.2009.22.4279","2-s2.0-74949090109","2010-01-10","Distinct patterns of cytokine and angiogenic factor modulation and markers of benefit for vandetanib and/or chemotherapy in patients with non-small-cell lung cancer"
"34948838898","17878479","10.1200/JCO.2006.10.5122","2-s2.0-34948838898","2007-09-20","Randomized, placebo-controlled phase II study of vandetanib plus docetaxel in previously treated non-small-cell lung cancer"
"56749102822","18936474","10.1200/JCO.2008.17.3138","2-s2.0-56749102822","2008-11-20","Randomized phase II study of vandetanib alone or with paclitaxel and carboplatin as first-line treatment for advanced non-small-cell lung cancer"
"0029914622","8721797","10.1016/0197-2456(95)00134-4","2-s2.0-0029914622","1996-02-01","Assessing the quality of reports of randomized clinical trials: Is blinding necessary?"
"84863867875","22760023","10.2302/kjm.61.47","2-s2.0-84863867875","2012-06-01","Tumor angiogenesis and anti-angiogenic therapy"
"84894041073","24360368","10.1016/j.ejca.2013.11.032","2-s2.0-84894041073","2014-03-01","Randomised, double-blind trial of carboplatin and paclitaxel with daily oral cediranib or placebo in patients with advanced non-small cell lung cancer: NCIC Clinical Trials Group study BR29"
"84902297551","24692680","","2-s2.0-84902297551","2014-01-01","The use of bevacizumab in non-small cell lung cancer: An update"
"84861720010","22370318","10.1200/JCO.2011.36.1709","2-s2.0-84861720010","2012-04-01","Vandetanib versus placebo in patients with advanced non-small-cell lung cancer after prior therapy with an epidermal growth factor receptor tyrosine kinase inhibitor: Arandomized, double-blind phase III trial (ZEPHYR)"
"68549140332","19483740","10.1038/nrclinonc.2009.62","2-s2.0-68549140332","2009-10-26","Somatic EGFR mutations and efficacy of tyrosine kinase inhibitors in NSCLC"
"84870931206","23075631","10.1097/CAD.0b013e32835aa5fd","2-s2.0-84870931206","2013-01-01","Hypertension as a biomarker in patients with recurrent glioblastoma treated with antiangiogenic drugs: A single-center experience and a critical review of the literature"
"80052199468","21827388","10.2174/157488411797189398","2-s2.0-80052199468","2011-08-01","Emerging targeted therapies in metastatic renal cell carcinoma"
"84925548115","19631508","10.1016/j.jclinepi.2009.06.005","2-s2.0-84925548115","2009-10-01","Preferred reporting items for systematic reviews and meta-analyses: the PRISMA statement"
"66349087009","19332730","10.1200/JCO.2008.18.6015","2-s2.0-66349087009","2009-05-20","Vandetanib versus gefitinib in patients with advanced non-small-cell lung cancer: Results from a two-part, double-blind, randomized phase II study"
"79952748468","21282542","10.1200/JCO.2010.28.5981","2-s2.0-79952748468","2011-03-10","Phase III trial of vandetanib compared with erlotinib in patients with previously treated advanced non - small-cell lung cancer"
"77950243445","20215520","10.1158/0008-5472.CAN-09-2533","2-s2.0-77950243445","2010-03-15","Plasma cytokine and angiogenic factor profiling identifies markers associated with tumor shrinkage in early-stage non-small cell lung cancer patients treated with pazopanib"
"77954601010","20571071","10.1158/1535-7163.MCT-10-0239","2-s2.0-77954601010","2010-01-01","Targeted therapies for non-small cell lung cancer: An evolving landscape"
"84905642208","25101332","10.1358/dot.2014.50.7.2185913","2-s2.0-84905642208","2014-01-01","Current status of targeted therapy in non-small cell lung cancer"
"84867602821","22965962","10.1200/JCO.2012.42.6932","2-s2.0-84867602821","2012-10-10","Aflibercept and docetaxel versus docetaxel alone after platinum failure in patients with advanced or metastatic non-small-cell lung cancer: A randomized, controlled phase III trial"
"77951473661","20150572","10.1093/annonc/mdq020","2-s2.0-77951473661","2010-02-11","Overall survival with cisplatin-gemcitabine and bevacizumab or placebo as first-line therapy for nonsquamous non-small-cell lung cancer: Results from a randomised phase III trial (AVAiL)"
"12444304260","15609074","10.1007/s10456-004-2699-3","2-s2.0-12444304260","2004-09-01","Angiogenic growth factors and hypertension"
"77951639655","20212250","10.1200/JCO.2009.26.1321","2-s2.0-77951639655","2010-04-10","Phase III study of carboplatin and paclitaxel alone or with sorafenib in advanced non-small-cell lung cancer"
"84863936062","22564989","10.1200/JCO.2011.39.2993","2-s2.0-84863936062","2012-06-10","Sunitinib plus erlotinib versus placebo plus erlotinib in patients with previously treated advanced non-small-cell lung cancer: A phase III trial"
"84892165925","24389434","10.1097/JTO.0000000000000005","2-s2.0-84892165925","2013-12-01","An open-label, multicenter, randomized, phase ii study of pazopanib in combination with pemetrexed in first-line treatment of patients with advanced-stage non-small-cell lung cancer"
"84862502742","22719881","10.1371/journal.pone.0038364","2-s2.0-84862502742","2012-06-15","Clinical efficacy and safety of bevacizumab monotherapy in patients with metastatic melanoma: Predictive importance of induced early hypertension"
"84864879887","22460450","10.1007/s11684-012-0176-8","2-s2.0-84864879887","2012-09-03","Progress in tumor vascular normalization for anticancer therapy: Challenges and perspectives"
"79959306917","21576636","10.1200/JCO.2010.30.7678","2-s2.0-79959306917","2011-06-20","Randomized, double-blind, placebo-controlled, phase II trial of sorafenib and erlotinib or erlotinib alone in previously treated advanced non-small-cell lung cancer"
"84866155376","22947511","10.1016/j.lungcan.2012.06.008","2-s2.0-84866155376","2012-10-01","Phase II trial of ixabepilone and carboplatin with or without bevacizumab in patients with previously untreated advanced non-small-cell lung cancer"
"50349101200","18519779","10.1158/1078-0432.CCR-07-5050","2-s2.0-50349101200","2008-06-01","Hypertension and rarefaction during treatment with telatinib, a Small molecule angiogenesis inhibitor"
"65349124698","19349493","10.1513/pats.200809-110LC","2-s2.0-65349124698","2009-04-15","Current treatments for advanced stage non-small cell lung cancer"
"84859958002","22539986","10.1371/journal.pone.0035629","2-s2.0-84859958002","2012-04-23","Effect of angiogenesis inhibitor bevacizumab on survival in patients with cancer: A meta-analysis of the published literature"
"34547450763","","10.1186/1745-6215-8-16","2-s2.0-34547450763","2007-06-07","Practical methods for incorporating summary time-to-event data into meta-analysis"
"84873713565","22729611","10.1007/s00228-012-1333-3","2-s2.0-84873713565","2013-02-01","Chemotherapy plus multitargeted antiangiogenic tyrosine kinase inhibitors or chemotherapy alone in advanced NSCLC: A meta-analysis of randomized controlled trials"
"0031969264","9509272","10.1146/annurev.med.49.1.407","2-s2.0-0031969264","1998-05-13","Angiogenesis and tumor metastasis"
"84907424177","25199059","10.1056/NEJMoa1403290","2-s2.0-84907424177","2014-01-01","Mepolizumab treatment in patients with severe eosinophilic asthma"
"84907423833","25199060","10.1056/NEJMoa1403291","2-s2.0-84907423833","2014-01-01","Oral glucocorticoid-sparing effect of mepolizumab in eosinophilic asthma"
"84883875530","23924804","10.4161/mabs.25215","2-s2.0-84883875530","2013-09-01","Ch14.18 antibody produced in CHO cells in relapsed or refractory stage 4 neuroblastoma patients: A SIOPEN phase 1 study"
"84906323762","25037695","10.1016/j.ijcard.2014.06.049","2-s2.0-84906323762","2014-01-01","Monotherapy with the PCSK9 inhibitor alirocumab versus ezetimibe in patients with hypercholesterolemia: Results of a 24 week, double-blind, randomized Phase 3 trial"
"84892954839","24298022","10.1128/MCB.01307-13","2-s2.0-84892954839","2014-02-01","An antibody blocking activin type II receptors induces strong skeletal muscle hypertrophy and protects from atrophy"
"84903887689","25006719","10.1056/NEJMoa1314768","2-s2.0-84903887689","2014-01-01","Dupilumab treatment in adults with moderate-to-severe atopic dermatitis"
"84905164026","24699939","10.1136/annrheumdis-2013-205137","2-s2.0-84905164026","2014-01-01","Sirukumab, a human anti-interleukin-6 monoclonal antibody: A randomised, 2-part (proof-of-concept and dose-finding), phase II study in patients with active rheumatoid arthritis despite methotrexate therapy"
"84905179575","24297381","10.1136/annrheumdis-2013-204405","2-s2.0-84905179575","2014-01-01","Sarilumab, a fully human monoclonal antibody against IL-6R αin patients with rheumatoid arthritis and an inadequate response to methotrexate: Efficacy and safety results from the randomised SARIL-RA-MOBILITY part a trial"
"84897146802","24679469","10.1016/j.jaci.2014.01.025","2-s2.0-84897146802","2014-01-01","Guselkumab (an IL-23-specific mAb) demonstrates clinical and molecular response in patients with moderate-to-severe psoriasis"
"84894291466","24273022","10.1093/rheumatology/ket378","2-s2.0-84894291466","2014-03-01","Epratuzumab for patients with moderate to severe flaring SLE: Health-related quality of life outcomes and corticosteroid use in the randomized controlled ALLEVIATE trials and extension study SL0006"
"84893044528","24382002","10.1056/NEJMoa1305224","2-s2.0-84893044528","2014-02-03","Romosozumab in postmenopausal women with low bone mineral density"
"84904386095","24788102","10.1158/1078-0432.CCR-13-1674","2-s2.0-84904386095","2014-07-15","A randomized, multicenter, placebo-controlled clinical trial of racotumomab-alum vaccine as switch maintenance therapy in advanced non-small cell lung cancer patients"
"84887711873","24257318","10.1186/1476-4598-12-143","2-s2.0-84887711873","2013-11-20","Mapping PAM4 (clivatuzumab), a monoclonal antibody in clinical trials for early detection and therapy of pancreatic ductal adenocarcinoma, to MUC5AC mucin"
"84883752718","23687260","10.1136/annrheumdis-2012-203090","2-s2.0-84883752718","2013-10-01","A randomised, double-blind, parallel-group study to demonstrate equivalence in efficacy and safety of CT-P13 compared with innovator infliximab when coadministered with methotrexate in patients with active rheumatoid arthritis: The PLANETRA study"
"84883746909","23687259","10.1136/annrheumdis-2012-203091","2-s2.0-84883746909","2013-10-01","A randomised, double-blind, multicentre, parallel-group, prospective study comparing the pharmacokinetics, safety, and efficacy of CT-P13 and innovator infliximab in patients with ankylosing spondylitis: The PLANETAS study"
"84903581591","24846335","10.4161/mabs.29282","2-s2.0-84903581591","2014-01-01","Antibodies to watch in 2014: Mid-year update"
"84892590856","","10.461/mabs.27333","2-s2.0-84892590856","2014-01-01","Antibodies to watch in 2014"
"84880128705","23727858","10.4161/mabs.24990","2-s2.0-84880128705","2013-07-01","Antibodies to watch in 2013: Mid-year update"
"84872858296","23254906","10.4161/mabs.22976","2-s2.0-84872858296","2013-01-01","Which are the antibodies to watch in 2013?"
"84856800190","22327425","10.4161/mabs.4.1.18719","2-s2.0-84856800190","2012-01-01","Which are the antibodies to watch in 2012?"
"78651387929","21051951","10.4161/mabs.3.1.13895","2-s2.0-78651387929","2011-01-01","Antibody-based therapeutics to watch in 2011"
"77951573241","20065640","10.4161/mabs.2.1.10677","2-s2.0-77951573241","2010-01-01","Antibodies to watch in 2010"
"4043144935","15297938","10.1053/j.seminoncol.2004.04.021","2-s2.0-4043144935","2004-08-01","Epidemiology of upper gastrointestinal malignancies"
"0033526328","10328099","","2-s2.0-0033526328","1999-05-05","The rising incidence of gastric cardia cancer"
"0142008434","14512396","10.1200/JCO.2003.01.240","2-s2.0-0142008434","2003-10-01","Postoperative nomogram for disease-specific survival after an R0 resection for gastric carcinoma"
"78049485263","21351269","10.1002/ijc.25516","2-s2.0-78049485263","2010-12-15","Estimates of worldwide burden of cancer in 2008: GLOBOCAN 2008"
"0033509879","10493486","10.1097/00000658-199909000-00012","2-s2.0-0033509879","1999-09-01","Transhiatal esophagectomy: Clinical experience and refinements"
"41949119177","18309943","10.1200/JCO.2007.12.9593","2-s2.0-41949119177","2008-03-01","Phase III trial of trimodality therapy with cisplatin, fluorouracil, radiotherapy, and surgery compared with surgery alone for esophageal cancer: CALGB 9781"
