Rank,NCT Number,Title,Recruitment,Study Results,Conditions,Interventions,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Types,Study Designs,Other IDs,First Received,Start Date,Completion Date,Last Updated,Last Verified,Results First Received,Acronym,Primary Completion Date,Outcome Measures,URL
53,NCT00217594,A Pilot Study of Alemtuzumab (Campath[R]) in Patients With Myelodysplastic Syndrome,Completed,No Results Available,Myelodysplastic Syndromes,Drug: Alemtuzumab (Campath),"National Heart, Lung, and Blood Institute (NHLBI)|National Institutes of Health Clinical Center (CC)",All,"18 Years to 72 Years Â  (Adult, Senior)",Phase 2,40,NIH,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,050206|05-H-0206,20-Sep-05,7/20/05,2/6/17,10-Mar-17,9-Feb-17,No Study Results Posted,null,6-Feb-17,Hematologic response (complete or partial) at 3 months after the first dose of alemtuzumab and sustained on greater than or equal to 2 serial measurements performed 1 month apart.|Transfusion independence for red blood cells and/or platelets|Overall survival|Life-threatening toxicity|Overall survival and transformation-free survival,https://ClinicalTrials.gov/show/NCT00217594
271,NCT00520130,Chemotherapy and Unrelated Donor Stem Cell Transplantation for Patients With Cancers of the Blood and Immune System,"Active, not recruiting",No Results Available,Myelodysplastic Syndrome|Hodgkin's Lymphoma|Non-Hodgkin's Disease|Acute Leukemia|Multiple Myeloma,Biological: Rituximab|Drug: Cyclosporine|Drug: Allogenic stem cell transplant (ASCT)|Drug: Conditioning Chemotherapy|Drug: TMS|Drug: FLAG|Drug: EPOCH-F|Biological: Alemtuzumab,National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC),All,"18 Years to 74 Years Â  (Adult, Senior)",Phase 1|Phase 2,92,NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,070195|07-C-0195,21-Aug-07,7/1/07,3/1/17,11-May-16,Mar-16,No Study Results Posted,null,Oct-15,"To assess the effects of two biologically distinct GVHD prophylaxis regimens|To determine and monitor incidence, organ severity and overall severity of chronic GVHD|To assess overall safety of these two regimens in this setting, and overall survival.|Study of engraftment kinetics|Toxicities",https://ClinicalTrials.gov/show/NCT00520130
267,NCT00943319,Busulfan-fludarabine Conditioning and T-cell Depleted Allogeneic Stem Cell Transplantation for Patients With Advanced Hematologic Malignancies,"Active, not recruiting",No Results Available,Leukemia|Lymphoma|Myeloma,Drug: Busulfan|Drug: Fludarabine|Drug: Campath|Procedure: Stem Cell Transplant,University of Chicago,All,"18 Years and older Â  (Adult, Senior)",Phase 1|Phase 2,124,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,12-0132,20-Jul-09,3/1/12,3/1/17,3-Aug-16,Aug-16,No Study Results Posted,null,Mar-17,Toxicity|Evaluate disease free and overall survival,https://ClinicalTrials.gov/show/NCT00943319
303,NCT01422603,Clofarabine Pre-conditioning With Allogeneic Transplant for Acute Myeloid Leukaemia (AML),"Active, not recruiting",No Results Available,Acute Myeloid Leukaemia|Myelodysplasia,Drug: Clofarabine|Drug: Clofarabine,"University Hospital Southampton NHS Foundation Trust|Genzyme, a Sanofi Company",All,"18 Years and older Â  (Adult, Senior)",Phase 1|Phase 2,20,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,RHM CAN0638|2008-007043-14,22-Aug-11,2/1/11,5/1/17,12-Oct-16,Oct-16,No Study Results Posted,null,May-14,"Treatment related mortality (TRM)|Overall survival (OS)|Event free survival (EFS)|Efficacy of Clofarabine as a leukaemia bulk-reducing agent prior to transplant conditioning|Time to engraftment|Donor/recipient chimerism|Immune reconstitution parameters (T, B and NK cell subsets)|Duration of hospital stay|Incidence of acute and chronic graft versus host disease|Grade of acute and chronic graft versus host disease",https://ClinicalTrials.gov/show/NCT01422603
144,NCT00331162,Study of Alemtuzumab Versus Anti-thymocyte Globulin to Help Prevent Rejection in Kidney and Pancreas Transplantation,"Active, not recruiting",No Results Available,Graft Rejection,Drug: Alemtuzumab|Drug: Anti-Thymocyte Globulin,Wake Forest University Health Sciences,All,18 Years to 65 Years Â  (Adult),Phase 4,275,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention,BG04-498,26-May-06,2/1/05,6/1/17,10-Jan-17,Jan-17,No Study Results Posted,null,Jun-17,Patient survival|Graft survival|Acute Rejection|Hematologic adverse events|Infectious adverse events|Other adverse events|Cost|Health status and quality of life,https://ClinicalTrials.gov/show/NCT00331162
231,NCT01043640,Allogeneic Bone Marrow Transplant for Inherited Metabolic Disorders,"Active, not recruiting",No Results Available,Mucopolysaccharidosis|Hurler Syndrome|Hunter Syndrome|Maroteaux-Lamy Syndrome|Sly Syndrome|Alpha Mannosidosis|Fucosidosis|Aspartylglucosaminuria|Adrenoleukodystrophy (ALD)|Krabbe Disease|Metachromatic Leukodystrophy (MLD)|Sphingolipidoses|Peroxisomal Disorders,Drug: Campath-1H|Drug: Cyclophosphamide|Drug: Busulfan|Procedure: Allogeneic stem cell transplantation|Drug: Cyclosporine A|Drug: Mycophenolate Mofetil,"Masonic Cancer Center, University of Minnesota",All,"up to 21 Years Â  (Child, Adult)",Phase 2,46,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,2009LS088|MT2009-19,5-Jan-10,12/1/09,6/1/17,21-Jan-16,Jan-16,No Study Results Posted,null,Jun-15,Number of Patients with Donor Derived Engraftment|Number of Patients with Graft-Versus-Host Disease (GVHD) by Severity|Number of Patients Died Peri-Transplant|Donor Cell Chimerism Following Transplant,https://ClinicalTrials.gov/show/NCT01043640
39,NCT01395316,Alemtuzumab on Surrogate Markers of Disease Activity and Repair Using Advanced MRI Measures in Subjects With Relapsing Remitting Multiple Sclerosis,"Active, not recruiting",No Results Available,Multiple Sclerosis,Drug: Alemtuzumab,"University of Chicago|Genzyme, a Sanofi Company",All,18 Years to 50 Years Â  (Adult),Phase 4,8,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,10-490B,13-Jul-11,6/1/11,7/1/17,12-Jan-17,Jan-17,No Study Results Posted,null,Oct-15,Diffusion and myelin fraction water changes on MRI,https://ClinicalTrials.gov/show/NCT01395316
193,NCT00176865,Stem Cell Transplant for Immunologic or Histiocytic Disorders,"Active, not recruiting",No Results Available,Hemophagocytic Lymphohistiocytosis|X-Linked Lymphoproliferative Disorders|Chediak-Higashi Syndrome|Griscelli Syndrome|Immunologic Deficiency Syndromes|Langerhans-Cell Histiocytosis,"Procedure: Stem Cell Transplant|Drug: Fludarabine, melphalan, ATG or Campath","Masonic Cancer Center, University of Minnesota",All,"up to 35 Years Â  (Child, Adult)",Phase 2,30,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,MT2002-12|0207M29448,12-Sep-05,8/1/02,8/1/17,26-Oct-12,Oct-12,No Study Results Posted,null,Aug-12,"To demonstrate the safety and the ability to establish stable mixed chimerism (>10% donor cells at day 100) using a nonmyeloablative preparative regimen in a phase 2 pilot trial|Determine the incidence of chimerism at 100 days, 6 months and 1 year|Determine the incidence of grade 2-4 and 3-4 acute graft versus host disease (aGVHD)|Determine the incidence of chronic graft versus host disease (cGVHD)|Compare quality of life (QOL)|Determine overall survival",https://ClinicalTrials.gov/show/NCT00176865
298,NCT00448357,Fludarabine and PK-Directed Busulfan With or Without ATG Followed By Donor Peripheral Stem Cell Transplant in Treating Patients With Hematologic Cancer or Other Diseases,"Active, not recruiting",No Results Available,Chronic Myeloproliferative Disorders|Leukemia|Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes,Biological: rabbit anti-thymocyte globulin|Biological: therapeutic allogeneic lymphocytes|Drug: busulfan|Drug: fludarabine phosphate|Drug: tacrolimus|Procedure: allogeneic hematopoietic stem cell transplantation|Procedure: peripheral blood stem cell transplantation|Drug: methotrexate,UNC Lineberger Comprehensive Cancer Center|National Cancer Institute (NCI),All,18 Years to 55 Years Â  (Adult),Phase 1|Phase 2,60,Other|NIH,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,LCCC 0510|P30CA016086|CDR0000550145,14-Mar-07,10/1/05,8/1/17,23-Nov-15,Nov-15,No Study Results Posted,LCCC 0510,Nov-16,One-year disease-free survival (DFS) rate at the maximum tolerated dose identified during phase I of the trial (target AUC 6912)|Overall and disease-free survival|Dose-limiting toxicities of busulfan|Capacity of test dosing of busulfan that would result in the desired area under the curve concentration exposure of patients receiving a full-dose busulfan regimen|To assess the incidence of graft vs host disease and DNA chimerism in patients between one month and two years post transplant,https://ClinicalTrials.gov/show/NCT00448357
235,NCT00977691,Nonmyeloablative Haploidentical Peripheral Blood Mobilized Hematopoietic Precursor Cell Transplantation for Severe Congenital Anemias Including Sickle Cell Disease and Beta-Thalassemia,"Active, not recruiting",No Results Available,"Peripheral Blood Stem Cell Transplantation|Anemia, Sickle Cell|Graft-Versus-Host Disease|Sirolimus (Rapamune )|Alemtuzumab (Campath )",Procedure: PBMC Transplant|Drug: Alemtuzumab (Campath )|Drug: Sirolimus (Rapamune )|Drug: Cyclophosphamide (Cytoxan )|Procedure: Low Dose Irradiation,"National Heart, Lung, and Blood Institute (NHLBI)|National Institutes of Health Clinical Center (CC)",All,"2 Years and older Â  (Child, Adult, Senior)",Phase 1|Phase 2,56,NIH,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,090225|09-H-0225,15-Sep-09,9/1/09,8/1/17,10-Mar-17,23-Feb-17,No Study Results Posted,null,1-Aug-17,1 year post-transplant w/ sustained donor type hemoglobin for pts w/sickle cell dx or are transfusion-independent for pts w/thalassemia and not have severe graft-versus-host disease.|1) The level of chimerism required to maintain both graft survival as well as hematologic normalcy; 2) Incidence of acute and chronic GVHD; 3) Disease-free survival and overall survival; 4) Relapse rate and graft rejection rate.,https://ClinicalTrials.gov/show/NCT00977691
28,NCT01624714,Study of Alemtuzumab in Treatment Refractory MS Subjects/Alemtuzumab Naive & Alemtuzumab Experienced Subjects,"Active, not recruiting",No Results Available,Multiple Sclerosis,Drug: Alemtuzumab|Drug: Alemtuzumab immunotherapy,"Samuel Forrester Hunter, MD, PhD|Advanced Neurosciences Institute",All,"18 Years to 75 Years Â  (Adult, Senior)",Phase 1,60,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,NPI-004,18-Jun-12,9/1/12,9/1/17,8-Mar-14,Mar-14,No Study Results Posted,null,Apr-17,Change in Neurostatus Expanded Disability Status Scale|Change in MS Severity Scale|Change in annualized relapse rate|Number of treatment days with high dose corticosteroids|Rate of serious adverse events|MRI-based cerebral volumes and burden of disease (in selected subjects),https://ClinicalTrials.gov/show/NCT01624714
24,NCT01712945,Keratinocyte Growth Factor to Prevent Autoimmunity After Alemtuzumab Treatment of Multiple Sclerosis,Recruiting,No Results Available,Multiple Sclerosis,Drug: Palifermin|Drug: Alemtuzumab,Cambridge University Hospitals NHS Foundation Trust,All,"18 Months to 50 Years Â  (Child, Adult)",Phase 1|Phase 2,86,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",EudraCT 2011-005606-30,19-Oct-12,6/1/12,10/1/17,23-Oct-12,Oct-12,No Study Results Posted,CAM-THY,Aug-17,incidence of clinical autoimmunity|Absolute numbers of naive T cells|Safety events,https://ClinicalTrials.gov/show/NCT01712945
264,NCT02529839,Safety and Efficacy of an Immunoablative Nonmyeloablative Conditioning Protocol for Autologous Bone Marrow Transplantation (BMT) in Patients With Multiple Sclerosis (MS),Not yet recruiting,No Results Available,Multiple Sclerosis,Procedure: Autologous bone marrow transplantation|Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Alemtuzumab,Hadassah Medical Organization,All,18 Years to 65 Years Â  (Adult),,20,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,0105-15-HMO-CTIL,10-Jun-15,10/1/15,10/1/17,19-Aug-15,Apr-15,No Study Results Posted,null,Oct-17,"Engraftment parameters of Neutrophils and Platelets|Transplant related mortality by Day 100|Changes in the Expanded Disability Status Scale (EDSS score, as compared to baseline)|Overall survival (OS) at 1 year|Progression-free survival (PFS) at 1 year|Changes in MRI activity",https://ClinicalTrials.gov/show/NCT02529839
206,NCT00408447,Stem Cell Transplant in Sickle Cell Disease and Thalassemia,Recruiting,No Results Available,Sickle Cell Disease|Beta Thalassemia,Drug: Busulfan|Drug: Fludarabine|Drug: Alemtuzumab|Procedure: Allogeneic stem cell transplant,Columbia University|Yale University,All,"1 Month to 30 Years Â  (Child, Adult)",Phase 2,70,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,AAAA7701|CHNY-01-503,6-Dec-06,9/1/04,11/1/17,5-Jan-16,Jan-16,No Study Results Posted,null,Nov-17,"Prevalence of toxicity associated with moderately ablative therapy (busulfan/fludarabine/alemtuzumab) and allogeneic stem cell transplantation in selected patients with sickle cell disease and Beta thalassemia|Time to donor hematological reconstitution (neutrophil, RBC and platelet recovery) following moderately ablative therapy and allogeneic stem cell transplantation in selected patients with SCD and BT|Incidence of acute and chronic graft versus host disease (GVHD) following moderately ablative therapy and allogeneic stem cell transplantation in selected patients with SCD and BT|Percent of patients who have either a complete, very good partial, partial or no response (clinical/laboratory) following moderately ablative therapy and allogeneic stem cell transplantation in selected patients with SCD and BT|Quality of life (QOL) score|Incidence of stroke and/or bleeding",https://ClinicalTrials.gov/show/NCT00408447
315,NCT00745420,Evaluating the Safety and Effectiveness of Bone Marrow Transplants in Children With Sickle Cell Disease (BMT CTN 0601),"Active, not recruiting",No Results Available,Sickle Cell Disease,Biological: Hematopoietic Stem Cell Transplantation,"Medical College of Wisconsin|National Heart, Lung, and Blood Institute (NHLBI)|Blood and Marrow Transplant Clinical Trials Network|National Cancer Institute (NCI)|National Marrow Donor Program|Sickle Cell Disease Clinical Research Network",All,"3 Years to 19 Years Â  (Child, Adult)",Phase 2,39,Other|NIH,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,BMTCTN0601|U01HL069294|5U24CA076518,29-Aug-08,8/1/08,12/1/17,17-May-16,May-16,No Study Results Posted,SCURT,Jul-15,"Event-free survival|Survival; neutrophil and platelet recovery; acute graft-versus-host disease (aGVHD); chronic GVHD (cGVHD); hepatic veno-occlusive disease; idiopathic pneumonia syndrome; and central nervous system toxicity|Neurocognitive dysfunction; cytomegalovirus, adenovirus, and fungal infections; Epstein Barr virus infection; chimerism; immune reconstitution; and quality of life",https://ClinicalTrials.gov/show/NCT00745420
237,NCT02867800,Abatacept for GVHD Prophylaxis After Hematopoietic Stem Cell Transplantation for Pediatric Sickle Cell Disease,Recruiting,No Results Available,Sickle Cell Disease|Graft Versus Host Disease,Drug: Diphenhydramine|Drug: Acetaminophen|Drug: Methylprednisolone|Drug: Meperidine|Drug: Alemtuzumab|Drug: Thymoglobulin|Drug: Fludarabine|Drug: Melphalan|Drug: Thiotepa|Drug: Cyclosporine|Drug: Tacrolimus|Drug: Methotrexate|Drug: Abatacept|Procedure: Marrow infusion,Monica Bhatia|Columbia University,All,"3 Years to 20 Years Â  (Child, Adult)",Phase 1,10,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,AAAQ2350,11-Aug-16,7/1/16,12/1/17,16-Aug-16,Aug-16,No Study Results Posted,null,Dec-17,Number of patients who tolerated abatacept|Bearman Scale Score of Regimen-Related Toxicity (RRT)|Number of infections,https://ClinicalTrials.gov/show/NCT02867800
